Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H3,2010,2010,2010,6,1,2,Export,360,Indonesia,IDN,156,China,CHN,,,,,,,,240110,"Tobacco, not stemmed/stripped",8,Weight in kilograms,1464009,,,,1464009,,6382127,,,0
H3,2010,2010,2010,6,1,2,Export,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,240110,"Tobacco, not stemmed/stripped",8,Weight in kilograms,312259,,,,312259,,1150671,,,0
H3,2010,2010,2010,6,1,2,Export,360,Indonesia,IDN,643,Russian Federation,RUS,,,,,,,,240110,"Tobacco, not stemmed/stripped",8,Weight in kilograms,2087730,,,,2087730,,2386315,,,0
H3,2010,2010,2010,6,1,1,Import,360,Indonesia,IDN,842,USA,USA,,,,,,,,240110,"Tobacco, not stemmed/stripped",8,Weight in kilograms,1174687,,,,1174687,,7246063,,,0
H3,2010,2010,2010,6,1,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,240110,"Tobacco, not stemmed/stripped",8,Weight in kilograms,4492224,,,,4492224,,6981701,,,0
H3,2011,2011,2011,6,1,1,Import,360,Indonesia,IDN,156,China,CHN,,,,,,,,240110,"Tobacco, not stemmed/stripped",8,Weight in kilograms,8678112,,,,8678112,,39944751,,,0
H3,2011,2011,2011,6,1,2,Export,360,Indonesia,IDN,156,China,CHN,,,,,,,,240110,"Tobacco, not stemmed/stripped",8,Weight in kilograms,864362,,,,864362,,3689727,,,0
H3,2011,2011,2011,6,1,2,Export,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,240110,"Tobacco, not stemmed/stripped",8,Weight in kilograms,576602,,,,576602,,3448761,,,0
H3,2011,2011,2011,6,1,2,Export,360,Indonesia,IDN,643,Russian Federation,RUS,,,,,,,,240110,"Tobacco, not stemmed/stripped",8,Weight in kilograms,590280,,,,590280,,855831,,,0
H3,2011,2011,2011,6,1,1,Import,360,Indonesia,IDN,842,USA,USA,,,,,,,,240110,"Tobacco, not stemmed/stripped",8,Weight in kilograms,509353,,,,509353,,3944390,,,0
H3,2011,2011,2011,6,1,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,240110,"Tobacco, not stemmed/stripped",8,Weight in kilograms,3487742,,,,3487742,,5273421,,,0
