Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,688,Serbia,SRB,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,47,,,,47,,459,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,699,India,IND,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,7103575,,,,7103575,,29205440,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,699,India,IND,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,59700,,,,59700,,404289,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,143004,,,,143004,,703228,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,6056212,,,,6056212,,41934852,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,704,Viet Nam,VNM,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,346809,,,,346809,,1286536,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,704,Viet Nam,VNM,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,2533687,,,,2533687,,1340125,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,710,South Africa,ZAF,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,1585055,,,,1585055,,1097884,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,716,Zimbabwe,ZWE,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,10327522,,,,10327522,,46767223,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,724,Spain,ESP,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,240353,,,,240353,,1909729,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,724,Spain,ESP,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,122592,,,,122592,,1826333,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,752,Sweden,SWE,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,2,,,,2,,112,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,757,Switzerland,CHE,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,25023,,,,25023,,951554,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,764,Thailand,THA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,534065,,,,534065,,2678632,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,784,United Arab Emirates,ARE,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,187833,,,,187833,,767462,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,784,United Arab Emirates,ARE,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,553083,,,,553083,,2480796,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,788,Tunisia,TUN,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,52080,,,,52080,,96348,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,792,Turkey,TUR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,4519027,,,,4519027,,27996854,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,792,Turkey,TUR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,69052,,,,69052,,302610,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,800,Uganda,UGA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,12,,,,12,,130,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,807,North Macedonia,MKD,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,802785,,,,802785,,5794235,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,818,Egypt,EGY,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,158600,,,,158600,,223632,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,826,United Kingdom,GBR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,5068,,,,5068,,36068,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,826,United Kingdom,GBR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,7029,,,,7029,,41329,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,834,United Rep. of Tanzania,TZA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,460682,,,,460682,,1569699,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,842,USA,USA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,5603289,,,,5603289,,44900323,,,0
H5,2020,2020,2020,4,0,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,4299241,,,,4299241,,13342317,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,894,Zambia,ZMB,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,396025,,,,396025,,2049002,,,0
H5,2020,2020,2020,4,0,1,Import,360,Indonesia,IDN,899,"Areas, nes",,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,72229,,,,72229,,688747,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,81501877,,,,81501877,,477261947,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,0,World,WLD,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,28005206,,,,28005206,,128549599,,,0
H4,2016,2016,2016,4,0,4,Re-Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,401760,,,,401760,,2503838,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,32,Argentina,ARG,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,377244,,,,377244,,1662813,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,50,Bangladesh,BGD,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,33780,,,,33780,,125965,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,50,Bangladesh,BGD,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,8960,,,,8960,,20311,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,56,Belgium,BEL,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,407859,,,,407859,,1024793,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,56,Belgium,BEL,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,3423547,,,,3423547,,13417955,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,76,Brazil,BRA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,7006088,,,,7006088,,41597993,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,76,Brazil,BRA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,364955,,,,364955,,1748449,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,84,Belize,BLZ,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,67,,,,67,,431,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,84,Belize,BLZ,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,3,,,,3,,2,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,100,Bulgaria,BGR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,207673,,,,207673,,1046404,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,104,Myanmar,MMR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,237141,,,,237141,,723197,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,104,Myanmar,MMR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,12000,,,,12000,,84000,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,112,Belarus,BLR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,53460,,,,53460,,73240,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,116,Cambodia,KHM,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,97200,,,,97200,,404570,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,116,Cambodia,KHM,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,446171,,,,446171,,1129878,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,144,Sri Lanka,LKA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,317766,,,,317766,,12802279,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,144,Sri Lanka,LKA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,1673131,,,,1673131,,27592649,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,156,China,CHN,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,39947163,,,,39947163,,210060036,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,156,China,CHN,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,87588,,,,87588,,1129401,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,170,Colombia,COL,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,79962,,,,79962,,183531,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,180,Dem. Rep. of the Congo,COD,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,200,,,,200,,1070,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,191,Croatia,HRV,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,59400,,,,59400,,231660,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,192,Cuba,CUB,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,25210,,,,25210,,143991,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,203,Czechia,CZE,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,200,,,,200,,180,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,208,Denmark,DNK,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,118800,,,,118800,,552024,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,212,Dominica,DMA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,6319,,,,6319,,150408,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,214,Dominican Rep.,DOM,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,32377,,,,32377,,968595,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,214,Dominican Rep.,DOM,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,2431923,,,,2431923,,7210674,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,218,Ecuador,ECU,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,211309,,,,211309,,8395779,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,251,France,FRA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,31225,,,,31225,,124494,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,251,France,FRA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,32400,,,,32400,,55571,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,276,Germany,DEU,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,40011,,,,40011,,442399,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,276,Germany,DEU,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,977823,,,,977823,,15488662,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,300,Greece,GRC,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,815954,,,,815954,,4384420,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,340,Honduras,HND,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,23663,,,,23663,,1007566,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,344,"China, Hong Kong SAR",HKG,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,66600,,,,66600,,261527,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,344,"China, Hong Kong SAR",HKG,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,47280,,,,47280,,58951,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,348,Hungary,HUN,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,40600,,,,40600,,241695,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,348,Hungary,HUN,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,27120,,,,27120,,57592,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,360,Indonesia,IDN,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,401760,,,,401760,,2503838,,,0
H4,2016,2016,2016,4,0,4,Re-Import,360,Indonesia,IDN,360,Indonesia,IDN,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,401760,,,,401760,,2503838,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,381,Italy,ITA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,68989,,,,68989,,387675,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,381,Italy,ITA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,527601,,,,527601,,933968,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,880,,,,880,,1013,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,398,Kazakhstan,KAZ,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,32,,,,32,,333,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,400,Jordan,JOR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,20,,,,20,,177,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,400,Jordan,JOR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,8442,,,,8442,,22708,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,404,Kenya,KEN,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,144240,,,,144240,,473881,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,410,Rep. of Korea,KOR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,22680,,,,22680,,79624,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,410,Rep. of Korea,KOR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,37096,,,,37096,,352337,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,418,Lao People's Dem. Rep.,LAO,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,45620,,,,45620,,54885,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,422,Lebanon,LBN,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,20580,,,,20580,,22638,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,440,Lithuania,LTU,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,118374,,,,118374,,242667,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,454,Malawi,MWI,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,1344301,,,,1344301,,7416586,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,305693,,,,305693,,2323686,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,2261203,,,,2261203,,13243843,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,484,Mexico,MEX,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,8943,,,,8943,,315625,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,490,"Other Asia, nes",,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,29877,,,,29877,,156288,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,508,Mozambique,MOZ,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,600920,,,,600920,,3005087,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,528,Netherlands,NLD,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,171859,,,,171859,,1397614,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,528,Netherlands,NLD,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,1906257,,,,1906257,,8016281,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,558,Nicaragua,NIC,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,343373,,,,343373,,3334182,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,586,Pakistan,PAK,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,2929,,,,2929,,11386,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,600,Paraguay,PRY,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,17820,,,,17820,,30116,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,608,Philippines,PHL,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,1078985,,,,1078985,,5598140,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,608,Philippines,PHL,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,335441,,,,335441,,725872,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,616,Poland,POL,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,1624,,,,1624,,10849,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,616,Poland,POL,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,45573,,,,45573,,1041636,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,620,Portugal,PRT,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,1043,,,,1043,,4497,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,642,Romania,ROU,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,19800,,,,19800,,76824,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,643,Russian Federation,RUS,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,324388,,,,324388,,361642,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,686,Senegal,SEN,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,22000,,,,22000,,23100,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,699,India,IND,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,3818230,,,,3818230,,14055177,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,164446,,,,164446,,678456,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,850716,,,,850716,,3670700,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,704,Viet Nam,VNM,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,1475650,,,,1475650,,4666666,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,704,Viet Nam,VNM,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,1468231,,,,1468231,,3100867,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,705,Slovenia,SVN,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,19800,,,,19800,,27720,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,710,South Africa,ZAF,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,249150,,,,249150,,707306,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,716,Zimbabwe,ZWE,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,4002189,,,,4002189,,24626660,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,724,Spain,ESP,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,2468,,,,2468,,18100,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,724,Spain,ESP,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,122162,,,,122162,,914461,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,752,Sweden,SWE,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,39600,,,,39600,,126720,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,757,Switzerland,CHE,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,301471,,,,301471,,1391869,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,757,Switzerland,CHE,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,546,,,,546,,614,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,764,Thailand,THA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,2148995,,,,2148995,,10920924,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,780,Trinidad and Tobago,TTO,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,19800,,,,19800,,105360,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,784,United Arab Emirates,ARE,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,785461,,,,785461,,4907766,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,788,Tunisia,TUN,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,5000,,,,5000,,60600,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,792,Turkey,TUR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,5676551,,,,5676551,,44419776,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,792,Turkey,TUR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,9000,,,,9000,,9540,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,800,Uganda,UGA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,29801,,,,29801,,182225,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,804,Ukraine,UKR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,37200,,,,37200,,144336,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,807,North Macedonia,MKD,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,181457,,,,181457,,1290246,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,818,Egypt,EGY,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,3154239,,,,3154239,,4575832,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,826,United Kingdom,GBR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,264801,,,,264801,,2056651,,,0
H4,2016,2016,2016,4,0,2,Export,360,Indonesia,IDN,826,United Kingdom,GBR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,290360,,,,290360,,767560,,,0
H4,2016,2016,2016,4,0,1,Import,360,Indonesia,IDN,834,United Rep. of Tanzania,TZA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,1357658,,,,1357658,,4399369,,,0
