Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,119544903,,,,119544903,,618664571,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,0,World,WLD,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,29134041,,,,29134041,,132388393,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,8,Albania,ALB,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,9600,,,,9600,,47160,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,12,Algeria,DZA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,100000,,,,100000,,198250,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,32,Argentina,ARG,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,727394,,,,727394,,2797292,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,32,Argentina,ARG,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,9000,,,,9000,,89420,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,36,Australia,AUS,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,56,,,,56,,224,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,50,Bangladesh,BGD,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,154902,,,,154902,,452997,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,50,Bangladesh,BGD,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,12600,,,,12600,,22050,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,56,Belgium,BEL,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,72235,,,,72235,,284636,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,56,Belgium,BEL,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,3255298,,,,3255298,,11238067,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,76,Brazil,BRA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,15345855,,,,15345855,,99634276,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,76,Brazil,BRA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,165107,,,,165107,,832425,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,90,Solomon Isds,SLB,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,23940,,,,23940,,203011,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,100,Bulgaria,BGR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,81523,,,,81523,,598979,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,104,Myanmar,MMR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,174982,,,,174982,,575409,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,112,Belarus,BLR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,53460,,,,53460,,73240,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,116,Cambodia,KHM,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,69813,,,,69813,,166627,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,116,Cambodia,KHM,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,30231,,,,30231,,166101,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,124,Canada,CAN,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,14400,,,,14400,,10046,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,144,Sri Lanka,LKA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,233260,,,,233260,,10586443,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,144,Sri Lanka,LKA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,1052795,,,,1052795,,18325726,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,156,China,CHN,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,56524421,,,,56524421,,247506499,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,156,China,CHN,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,105693,,,,105693,,1065389,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,170,Colombia,COL,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,18997,,,,18997,,122630,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,191,Croatia,HRV,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,709943,,,,709943,,3816157,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,192,Cuba,CUB,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,10727,,,,10727,,63740,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,208,Denmark,DNK,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,39600,,,,39600,,186120,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,214,Dominican Rep.,DOM,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,105191,,,,105191,,3288173,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,214,Dominican Rep.,DOM,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,5616004,,,,5616004,,15418402,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,218,Ecuador,ECU,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,205171,,,,205171,,8976259,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,242,Fiji,FJI,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,19180,,,,19180,,157067,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,251,France,FRA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,162882,,,,162882,,433645,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,251,France,FRA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,198000,,,,198000,,307401,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,276,Germany,DEU,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,205698,,,,205698,,6105046,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,276,Germany,DEU,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,901896,,,,901896,,25969595,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,300,Greece,GRC,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,606444,,,,606444,,3553327,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,340,Honduras,HND,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,30482,,,,30482,,63840,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,340,Honduras,HND,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,82764,,,,82764,,917561,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,344,"China, Hong Kong SAR",HKG,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,20000,,,,20000,,96242,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,344,"China, Hong Kong SAR",HKG,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,55100,,,,55100,,27550,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,348,Hungary,HUN,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,509,,,,509,,4820,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,348,Hungary,HUN,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,131340,,,,131340,,405845,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,364,Iran,IRN,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,561330,,,,561330,,2197655,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,381,Italy,ITA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,1237963,,,,1237963,,7920413,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,381,Italy,ITA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,525875,,,,525875,,1519712,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,1599,,,,1599,,25744,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,398,Kazakhstan,KAZ,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,38,,,,38,,343,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,400,Jordan,JOR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,30,,,,30,,200,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,400,Jordan,JOR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,45288,,,,45288,,44322,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,404,Kenya,KEN,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,449796,,,,449796,,615765,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,410,Rep. of Korea,KOR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,231,,,,231,,1924,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,410,Rep. of Korea,KOR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,104900,,,,104900,,114498,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,418,Lao People's Dem. Rep.,LAO,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,232260,,,,232260,,463146,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,418,Lao People's Dem. Rep.,LAO,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,15099,,,,15099,,54356,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,422,Lebanon,LBN,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,47180,,,,47180,,60714,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,446,"China, Macao SAR",MAC,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,1,,,,1,,1,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,454,Malawi,MWI,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,2642337,,,,2642337,,12221486,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,454,Malawi,MWI,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,40000,,,,40000,,88000,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,574819,,,,574819,,2805362,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,458,Malaysia,MYS,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,518966,,,,518966,,3874978,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,484,Mexico,MEX,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,34669,,,,34669,,1359569,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,490,"Other Asia, nes",,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,39600,,,,39600,,198000,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,490,"Other Asia, nes",,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,13230,,,,13230,,80433,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,508,Mozambique,MOZ,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,748806,,,,748806,,3248929,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,508,Mozambique,MOZ,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,40000,,,,40000,,88000,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,528,Netherlands,NLD,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,493728,,,,493728,,2939030,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,528,Netherlands,NLD,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,1194855,,,,1194855,,6540989,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,554,New Zealand,NZL,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,18,,,,18,,281,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,554,New Zealand,NZL,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,90,,,,90,,3320,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,558,Nicaragua,NIC,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,345504,,,,345504,,3260028,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,586,Pakistan,PAK,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,696137,,,,696137,,1963041,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,598,Papua New Guinea,PNG,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,22540,,,,22540,,203386,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,600,Paraguay,PRY,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,10,,,,10,,6,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,608,Philippines,PHL,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,3831742,,,,3831742,,16531809,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,608,Philippines,PHL,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,510599,,,,510599,,2959064,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,616,Poland,POL,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,91,,,,91,,1927,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,616,Poland,POL,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,69875,,,,69875,,2524217,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,620,Portugal,PRT,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,1025,,,,1025,,43806,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,642,Romania,ROU,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,40320,,,,40320,,16128,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,643,Russian Federation,RUS,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,244,,,,244,,2886,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,643,Russian Federation,RUS,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,480516,,,,480516,,568100,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,686,Senegal,SEN,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,98000,,,,98000,,87940,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,688,Serbia,SRB,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,36,,,,36,,144,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,688,Serbia,SRB,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,19200,,,,19200,,109248,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,699,India,IND,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,4499440,,,,4499440,,17780538,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,153600,,,,153600,,617665,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,1365642,,,,1365642,,6713621,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,703,Slovakia,SVK,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,500,,,,500,,5520,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,704,Viet Nam,VNM,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,4771103,,,,4771103,,13856409,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,704,Viet Nam,VNM,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,2115452,,,,2115452,,4789377,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,705,Slovenia,SVN,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,19800,,,,19800,,36630,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,710,South Africa,ZAF,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,204018,,,,204018,,530887,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,710,South Africa,ZAF,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,28800,,,,28800,,11520,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,716,Zimbabwe,ZWE,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,6425072,,,,6425072,,34852622,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,724,Spain,ESP,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,201065,,,,201065,,1037116,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,724,Spain,ESP,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,85346,,,,85346,,1022990,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,752,Sweden,SWE,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,18,,,,18,,1249,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,757,Switzerland,CHE,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,118171,,,,118171,,757579,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,757,Switzerland,CHE,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,3,,,,3,,7,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,764,Thailand,THA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,1884762,,,,1884762,,8341737,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,784,United Arab Emirates,ARE,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,20070,,,,20070,,79933,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,784,United Arab Emirates,ARE,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,650676,,,,650676,,3993941,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,788,Tunisia,TUN,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,215000,,,,215000,,437300,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,792,Turkey,TUR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,3352295,,,,3352295,,22754332,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,792,Turkey,TUR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,77120,,,,77120,,178647,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,800,Uganda,UGA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,54712,,,,54712,,303218,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,804,Ukraine,UKR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,16,,,,16,,228,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,807,North Macedonia,MKD,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,625195,,,,625195,,4092551,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,818,Egypt,EGY,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,2603556,,,,2603556,,3713879,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,826,United Kingdom,GBR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,432705,,,,432705,,3123361,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,826,United Kingdom,GBR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,158800,,,,158800,,742746,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,834,United Rep. of Tanzania,TZA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,1754069,,,,1754069,,6848777,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,834,United Rep. of Tanzania,TZA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,79200,,,,79200,,459360,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,842,USA,USA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,7414660,,,,7414660,,58050821,,,0
H5,2017,2017,2017,4,0,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,5223717,,,,5223717,,10228536,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,860,Uzbekistan,UZB,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,540,,,,540,,2214,,,0
H5,2017,2017,2017,4,0,1,Import,360,Indonesia,IDN,894,Zambia,ZMB,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,1128772,,,,1128772,,6161052,,,0
H5,2018,2018,2018,4,0,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,121394806,,,,121394806,,695714742,,,6
H5,2018,2018,2018,4,0,2,Export,360,Indonesia,IDN,0,World,WLD,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,32308965,,,,32308965,,169066350,,,6
H5,2018,2018,2018,4,0,2,Export,360,Indonesia,IDN,12,Algeria,DZA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,54000,,,,54000,,174960,,,0
H5,2018,2018,2018,4,0,1,Import,360,Indonesia,IDN,32,Argentina,ARG,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,728927,,,,728927,,3730208,,,0
H5,2018,2018,2018,4,0,1,Import,360,Indonesia,IDN,50,Bangladesh,BGD,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,21792,,,,21792,,91415,,,0
H5,2018,2018,2018,4,0,2,Export,360,Indonesia,IDN,50,Bangladesh,BGD,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,30440,,,,30440,,54920,,,0
H5,2018,2018,2018,4,0,1,Import,360,Indonesia,IDN,56,Belgium,BEL,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,41436,,,,41436,,265693,,,0
H5,2018,2018,2018,4,0,2,Export,360,Indonesia,IDN,56,Belgium,BEL,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,3792537,,,,3792537,,30325189,,,0
H5,2018,2018,2018,4,0,1,Import,360,Indonesia,IDN,76,Brazil,BRA,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,21772600,,,,21772600,,135514908,,,0
H5,2018,2018,2018,4,0,1,Import,360,Indonesia,IDN,100,Bulgaria,BGR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,335682,,,,335682,,3056035,,,0
H5,2018,2018,2018,4,0,2,Export,360,Indonesia,IDN,100,Bulgaria,BGR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,78293,,,,78293,,101781,,,0
H5,2018,2018,2018,4,0,1,Import,360,Indonesia,IDN,104,Myanmar,MMR,,,,,,,,2401,"Tobacco, unmanufactured; tobacco refuse",8,Weight in kilograms,352870,,,,352870,,1144986,,,0
